bin	fieldsample_barcode	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	CDS_all	CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	bac_16S	bac_23S	bac_5S	arc_16S	arc_23S	arc_5S	bac_trna	arc_trna	MAG_status	MAG_status2	drep_cluster	rep_status	ENA_ID	GTDB_taxonomy	GTDB_REF	GTDB_ANI	GTDB_AF	GTDB_MSA	GTDB_RED	SILVA_taxonomy	SILVA_identity	SILVA_length
MFD02134.bin.2.134	MFD02134	85.36	4.84	73.08	86.08	4	0.82	80769	255.9592362	4335856	59.88	74	273820	29124	99584.6	0	32.64101	0.18714587	4506	1955	46	19	2	2	2	2	2	2	2	4	2	20	20	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	76.96	0.9332	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.6	1444
MFD02134.bin.2.170	MFD02134	91.24	2.04	57.14	85.84	1.22	0.832	253089	280.3935943	4248488	63.76	27	525552	93593	261155.9	0	30.666296	0.17582394	4110	1045	42	20	0	1	1	0	1	1	0	2	1	20	19	MQ	MQ	10728_2	TRUE	GCA_963829075	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_027925445.1	84	0.307	78.19	0.99009	NA	NA	NA
MFD02134.bin.2.23	MFD02134	86.21	3.13	95	88.6	5.18	0.857	115943	260.3668712	2960411	59.8	41	421073	39064	143792.4	0	52.05223	0.2984393	3161	970	36	20	1	1	1	1	1	1	1	2	1	20	19	MQ	MQ	10725_1	TRUE	GCA_963811555	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__	N/A	N/A	N/A	83.67	0.9515	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	98.4	1466
MFD02134.bin.2.8	MFD02134	70.72	6.69	55.17	62.87	5.86	0.795	93981	214.9332709	3432548	63.66	60	185429	24028	94722.5	0	21.324995	0.12226598	3853	1945	44	20	2	2	2	2	2	2	2	4	2	21	20	MQ	MQ	10741_2	TRUE	GCA_963739585	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	50.35	0.99365	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.5	1449
MFD02134.bin.3.395	MFD02134	65.84	2.45	6.67	59.09	4.64	0.859	73184	280.6645914	2510068	45.13	59	267929	18016	106778.3	0	17.347078	0.099458754	2449	583	25	15	2	1	1	2	1	1	2	1	1	16	16	MQ	MQ	1173_0	TRUE	GCA_963755345	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__JABFSH01;s__	N/A	N/A	N/A	51.9	0.96016	CXWL01003862.1644.2949 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;groundwater metagenome	99.5	1306
MFD02134.bin.3.45	MFD02134	93.52	2.66	20	94.81	3.85	0.802	117614	243.4008279	5031098	58.39	64	262198	48912	119186.5	0	31.796976	0.18230665	5225	1764	42	17	1	0	0	1	0	0	1	0	0	17	18	MQ	MQ	10198_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995	GCA_003162995.1	95.79	0.633	86.08	N/A	HQ844540.1.1445 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	98.5	1445
MFD02134.bin.3.88	MFD02134	83.01	5.33	86.96	75.39	4.8	0.809	150003	250.5161212	3813753	64.25	44	271935	41125	139679.6	0	21.957441	0.12589207	3952	1296	40	17	1	1	1	1	1	1	1	2	1	18	18	MQ	MQ	10728_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_027925445.1	84.45	0.328	64.67	0.99074	CP019948.3984524.3986015 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis bryophila	99.7	1484
MFD02138.bin.2.37	MFD02138	73.94	1.87	28.57	69.42	3.36	0.799	25826	232.0787374	4881011	61.39	265	108241	8724	31718.8	0	9.938126	0.17194259	5229	2753	36	18	0	0	0	0	0	0	0	0	0	18	18	MQ	MQ	10414_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	64.93	0.96505	NA	NA	NA
MFD02138.bin.2.47	MFD02138	61.43	1.2	20	61.28	0.58	0.82	8807	241.3971154	2741384	62.37	352	27718	4368	10087.2	0	12.210879	0.21126421	2908	1176	31	17	0	0	0	0	0	0	0	0	0	17	17	MQ	MQ	10759_0	TRUE	GCA_963811015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	48.86	0.97483	NA	NA	NA
MFD02138.bin.2.56	MFD02138	82.22	2.72	90	74.51	3.99	0.824	126402	257.4369211	2918210	63.73	47	293498	28936	134029.1	0	27.27028	0.47181162	2988	1072	36	20	0	0	1	0	0	1	0	0	1	20	19	MQ	MQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCA_003152255.1	93.87	0.773	71.46	0.99687	NA	NA	NA
MFD02138.bin.2.64	MFD02138	86.32	3.51	25	84.21	3.7	0.852	11093	276.6225339	4085612	44.61	436	56967	4773	13755.3	0	42.010048	0.72682893	3798	1183	38	20	2	1	1	2	1	1	2	1	1	21	20	MQ	MQ	1249_0	TRUE	GCA_963741375	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__	N/A	N/A	N/A	78.11	0.9556	HG529014.1.1289 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomonas;uncultured bacterium	97.9	1289
MFD02199.bin.2.144	MFD02199	61.16	3.43	63.64	64.67	1.55	0.803	82923	232.8919546	3351129	59.18	55	222440	28185	97642.1	0	10.228447	0.09033683	3662	1764	20	15	0	0	0	0	0	0	0	0	0	15	15	MQ	MQ	10402_0	TRUE	GCA_963760765	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	67.98	0.93153	NA	NA	NA
MFD02199.bin.2.38	MFD02199	82.79	6.67	85.71	85.68	7.74	0.807	114922	241.0452975	4637344	59.67	70	349832	30121	136278.9	0	14.547115	0.12847896	4969	2271	44	20	2	2	2	2	2	2	2	4	2	21	20	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	79.38	0.93116	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD02248.bin.1.126	MFD02248	95.85	0.85	66.67	94.44	0.71	0.816	574253	261.4940301	5529398	61.1	17	1582735	188774	727026.6	0	18.121752	0.11981971	5388	1734	55	21	2	2	2	2	2	2	2	4	2	22	21	HQ	HQ	10760_1	TRUE	GCA_963789645	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	86.93	0.98198	AB089096.1.1268 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methyloferula;uncultured Alphaproteobacteria bacterium	95.5	1268
MFD02248.bin.2.69	MFD02248	88.92	1.47	0	86.25	0.79	0.84	1261608	252.8147854	4518147	59.69	9	1303911	211642	1027296.1	0	30.786053	0.20355515	4882	2109	51	22	1	1	1	1	1	1	1	2	1	23	22	MQ	MQ	10421_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	74.84	0.95294	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.4	1402
MFD02248.bin.c.1	MFD02248	93.91	0.06	0	91.19	0.3	0.844	3687845	283.3311565	3687845	64.19	1	3687845	3687845	3687845	0	23.505365	0.15541577	3629	866	51	22	2	2	2	2	2	2	2	4	2	23	22	HQ	cMAG	10765_0	TRUE	GCA_963715715	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	82.5	0.97129	CP001280.2446870.2448344 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella silvestris BL2	98	1475
MFD02360.bin.1.49	MFD02360	95.4	1.41	0	92.86	0.75	0.864	826483	290.6470213	4727933	64.13	9	1072364	361407	791509.6	0	22.915731	0.100440525	4639	1792	50	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	11616_2	TRUE	GCA_963810485	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	N/A	N/A	N/A	89.24	0.73953	DQ672568.1.1355 Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;Skermanella aerolata	98	1367
MFD02416.bin.2.4	MFD02416	87.94	2.86	37.5	87.43	3.34	0.811	136393	255.1434559	4927675	61.55	53	479330	46829	185402.5	0	11.103767	0.03858623	4980	2357	40	19	1	1	1	1	1	1	1	2	1	20	19	MQ	MQ	10419_0	TRUE	GCA_963740975	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	88.26	0.452	82.84	0.98416	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	98.6	1403
MFD02472.bin.2.15	MFD02472	80.14	1.6	0	80.69	1.12	0.814	72687	219.2537982	4113146	59.42	100	178831	16685	74208.7	0	7.010265	0.14103954	4787	2588	48	21	1	1	1	1	1	1	1	2	1	21	20	MQ	MQ	10421_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	71	0.95372	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	97.5	1406
MFD02579.bin.1.39	MFD02579	98.23	2.26	33.33	97.46	2.56	0.854	341367	275.2439	5773177	57.17	20	1426094	133938	609803.7	0	57.15776	0.861852	5665	2002	52	22	1	1	1	1	1	1	1	2	1	23	22	HQ	HQ	10422_0	TRUE	GCA_963815605	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	92.97	0.93658	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	98.8	1402
MFD02579.bin.2.19	MFD02579	99.43	6.74	68.97	100	9.67	0.821	369096	274.9494	6453819	61.03	35	977246	115687	416303.9	0	90.19604	1.360019	6051	1742	64	22	2	2	2	2	2	2	2	4	2	23	22	MQ	MQ	10760_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	93.58	0.98184	AB089096.1.1268 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methyloferula;uncultured Alphaproteobacteria bacterium	95.5	1268
MFD02579.bin.2.42	MFD02579	88.38	0.94	33.33	84.03	2.34	0.823	489465	269.0238	5123094	61.39	14	939012	191768	542229.8	0	15.64919	0.235966	4950	1644	56	21	2	2	2	2	2	2	2	4	2	22	21	MQ	MQ	10761_0	TRUE	GCA_963815815	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	81.39	0.9814	AJ555244.1.1416 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella tundrae	98	1417
MFD02671.bin.2.22	MFD02671	92.11	3.94	71.43	94.02	5.21	0.825	171933	260.0177	3832262	59.05	34	885271	54211	343840.8	0	29.53948	0.3321916	3835	1136	49	20	1	1	1	1	1	1	1	2	1	21	21	MQ	MQ	10188_1	TRUE	GCA_963740735	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	82.13	0.98092	JF265849.1.1318 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99	1318
MFD02809.bin.2.246	MFD02809	64.03	1.2	20	51.72	1.71	0.793	54059	192.122	2902538	64.07	78	144629	17997	63141.3	0	16.92466	0.08620022	3720	1949	41	20	0	0	0	0	0	0	0	0	0	20	20	MQ	MQ	10734_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	43	0.97884	NA	NA	NA
MFD02809.bin.2.26	MFD02809	86.66	2.26	73.68	75.61	2.73	0.829	180294	237.1976	3133650	63.66	39	500268	35161	224792.1	0	16.6695	0.08490061	3514	929	37	19	0	0	1	0	0	1	0	0	1	19	19	MQ	MQ	10736_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea	GCF_003855495.1	95.78	0.895	66.04	N/A	NA	NA	NA
MFD02809.bin.2.287	MFD02809	79.38	5.2	50	82.12	3.69	0.802	68981	230.0669	4690790	59.77	123	165894	17709	68178.9	0	15.75909	0.08026379	5196	2654	47	17	2	2	2	2	2	2	2	4	2	18	18	MQ	MQ	10396_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	74.28	0.93067	JF733443.1.1444 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured Rhodomicrobium sp.	99.4	1444
MFD02809.bin.2.311	MFD02809	91.22	4.62	31.58	84.36	1.29	0.837	107585	251.6892	3402252	62.94	53	318192	28591	128106.2	0	15.43306	0.07860324	3666	916	44	18	0	0	0	0	0	0	0	0	0	18	18	MQ	MQ	10735_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785	GCF_021731785.1	97.08	0.817	81.19	N/A	NA	NA	NA
MFD02809.bin.2.37	MFD02809	61.82	0.78	33.33	57.78	1.06	0.811	72784	217.4819	2515523	59.54	77	196010	14055	70197.6	0	8.290914	0.04222705	2959	1448	22	13	0	0	0	0	0	0	0	0	0	13	13	MQ	MQ	10725_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__	N/A	N/A	N/A	63.18	0.95099	NA	NA	NA
MFD02840.bin.2.191	MFD02840	85.73	3.1	37.5	79.74	1.04	0.831	249490	264.9466	6479504	64.79	33	797634	100700	368023.9	0	29.35522	0.1221559	6627	1836	49	21	5	5	5	5	5	5	5	10	5	22	22	MQ	MQ	10330_1	TRUE	GCA_963784035	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;s__	GCF_000936425.1	91.07	0.723	77.97	0.98433	DQ672568.1.1355 Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;Skermanella aerolata	99.6	1356
MFD02979.bin.1.243	MFD02979	94.34	0.78	25	90.2	0.98	0.847	464991	270.5322	3668474	63.9	17	892727	93589	441810.3	0	40.18178	0.2486894	3774	900	48	21	2	2	2	2	2	2	2	4	2	22	22	HQ	HQ	10738_1	TRUE	GCA_963717565	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_027923385.1	86.1	0.469	84.45	0.99268	HQ844551.1.1450 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.8	1450
MFD02979.bin.2.136	MFD02979	71.15	3.53	73.68	74.08	4.06	0.852	83246	255.5284	3037461	45.63	42	177392	41009	91853.8	0	27.77524	0.171904	3244	902	25	18	0	0	0	0	0	0	0	0	0	18	18	MQ	MQ	1170_0	TRUE	GCA_963789475	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__	GCA_002256465.1	87.17	0.343	61.21	0.96884	NA	NA	NA
MFD03044.bin.1.52	MFD03044	97.3	1.67	0	99.67	1.22	0.855	3476211	279.6433	4461439	59.6	2	3476211	985228	2926123	0	24.60509	0.2057384	4461	1564	50	22	1	1	1	1	1	1	1	2	1	23	22	HQ	HQ	10421_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	91.62	0.95304	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.4	1402
MFD03044.bin.2.73	MFD03044	91.81	3.29	76.92	86.24	5.49	0.829	87256	266.2642	3737421	63.59	71	316829	22128	120385.2	0	32.16422	0.268945	3776	1277	48	20	1	1	1	1	1	1	1	2	1	21	20	MQ	MQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	84.71	0.9952	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.6	1449
MFD03323.bin.1.12	MFD03323	97.35	6.16	73.91	94.48	1.9	0.814	173535	278.9333	6698743	61.03	88	615074	37307	224418.8	0	21.92436	0.2777665	6207	2584	55	22	1	1	1	1	1	1	1	2	1	23	22	HQ	HQ	10414_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	GCA_003153975.1	81.32	0.168	88.58	0.96429	AB364708.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.8	1402
MFD03323.bin.2.71	MFD03323	69.33	4.81	41.67	69.5	5.96	0.778	12795	196.0837	5425773	58.35	523	60884	5121	17515.6	0	6.200643	0.07855786	6690	3629	26	16	0	0	0	0	0	0	0	0	0	16	16	MQ	MQ	10198_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_003162995.1	94.91	0.531	63.22	0.99739	NA	NA	NA
MFD03346.bin.2.40	MFD03346	94.02	8.52	67.5	96.66	5.58	0.809	207342	242.5905	6057761	59.56	47	494041	58427	236498.9	0	50.63462	0.5213906	6359	2390	73	20	1	1	1	1	1	1	1	2	1	21	21	MQ	MQ	10194_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	90.75	0.522	88.38	0.98723	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.2	1465
MFD03346.bin.3.151	MFD03346	60.34	6.03	80	77.96	5.82	0.794	128752	214.7121	5972156	59.45	68	380008	44299	153486.5	0	13.76966	0.1417878	6903	3160	82	20	0	0	0	0	0	0	0	0	0	20	20	MQ	MQ	10194_2	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	89.85	0.423	50.86	0.98681	NA	NA	NA
MFD03399.bin.c.3	MFD03399	97.18	0.63	100	99.02	0.08	0.829	4222056	261.192	4222056	60.49	1	4222056	4222056	4222056	0	57.41924	0.5245245	4319	1301	54	21	1	1	1	1	1	1	1	2	1	22	22	HQ	cMAG	10193_1	TRUE	GCA_963706215	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	90.58	0.487	95.31	0.9883	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.4	1465
MFD03551.bin.1.140	MFD03551	99.83	6.3	54.05	100	2.12	0.86	190175	294.2023	4973754	49.82	82	560361	26042	212034.2	0	43.27248	0.3922545	4694	921	50	21	3	4	3	3	4	3	3	4	3	22	22	HQ	HQ	1166_2	TRUE	GCA_963848675	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__	N/A	N/A	N/A	95	0.95016	AY546508.1.1498 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Incertae Sedis;uncultured bacterium	97.7	1499
MFD03602.bin.2.63	MFD03602	92.33	1.65	40	88.44	1.91	0.831	616736	263.7339	6089898	62.05	16	1270523	319452	671686.4	0	21.86554	0.4882103	6214	2332	47	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10717_1	TRUE	GCA_963842775	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__R-RK-3;s__	N/A	N/A	N/A	82.32	0.9279	AB630711.1.1406 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.2	1406
MFD03726.bin.1.28	MFD03726	95.03	2.51	15.38	97.98	3.02	0.824	252572	261.6557	4110774	62.76	29	489253	58770	266295.1	0	21.32695	0.1336219	4173	1362	57	21	2	2	2	2	2	2	2	4	2	22	21	HQ	HQ	10741_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075	N/A	N/A	N/A	90.63	N/A	AY080914.1.1449 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.4	1449
MFD03899.bin.1.178	MFD03899	99.48	1.44	0	98.62	0.28	0.859	476340	285.4067	3494865	47.18	10	1536499	153891	858161.2	0	76.62655	0.6162422	3420	603	45	21	3	2	2	3	3	2	3	3	2	22	22	HQ	HQ	1162_1	TRUE	GCA_963793545	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__	GCA_028714995.1	91.34	0.619	95.25	0.97388	AEGW02000009.207200.208714 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;Methylobacter tundripaludum SV96	99.4	1515
MFD03899.bin.2.115	MFD03899	84.81	2.82	44.44	61.8	2.19	0.818	262809	221.607	3372918	63.72	22	547033	64835	313686	0	24.61562	0.1979625	3944	1227	47	21	1	1	1	1	1	1	1	2	1	22	22	MQ	MQ	10736_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae	N/A	N/A	N/A	68.58	N/A	AEVM02000006.31074.32539 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. ATCC 49242	99	1467
MFD03899.bin.2.173	MFD03899	91.07	0.43	0	89.68	0.13	0.856	766892	293.791	3590159	51.22	9	1033034	217201	648927.2	0	26.68375	0.2145948	3406	481	40	19	3	3	3	3	3	3	3	3	3	20	20	MQ	MQ	1165_0	TRUE	GCA_963753535	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;s__Methylobacter luteus	GCF_000427625.1	96.3	0.872	87.55	N/A	AF304195.1.1500 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;Methylobacter luteus	99.2	1500
MFD03899.bin.3.133	MFD03899	72.99	2.31	30.77	67.29	6.45	0.89	175617	277.3674	2176501	49.99	15	413576	71656	227144.8	0	43.69213	0.3513786	2265	434	32	20	1	1	0	1	1	0	1	1	0	21	21	MQ	MQ	1163_0	TRUE	GCA_963845105	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__	GCA_028714995.1	87.23	0.388	55.95	0.96676	HF565143.1.1314 Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;Methylobacter sp. 4/20	99.5	1314
