bin	completeness_checkm1	contamination_checkm1	strain_heterogeneity_checkm1	completeness_checkm2	contamination_checkm2	contigs	longest_contig	genome_size	gc	contig_n50	contig_n90	aun	n_per_100kb	cov	r_abund	bakta_cds_all	bakta_cds_hyp	bakta_cds_dens	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	barrnap_16s	barrnap_23s	barrnap_5s	custom_trna_uniq	bin_status	cbin_status	gunc_css	gunc_rrs	gunc_pass	var_n	var_perc	gtdb_tax	gtdb_ref	gtdb_ani	gtdb_af	gtdb_msa	gtdb_red	gtdb_warning	rrna_tax	rrna_tophit	rrna_alnlen	wf_name	wf_read_mode	wf_binning_mode	wf_v	wf_date	accession
MFD04830-2B.bin.c.10	98.06	2.91	0	97.75	2.21	1	3643184	3643184	29.09	3643184	3643184	3643184	0	25.669348	0.24647485	3754	3465	68.5	29	15	1	1	1	1	1	0	22	HQ	Y	0	0.39	True	12007	0.33	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp035630235	GCA_035630235.1	98.79	0.901	88.13	N/A	N/A	GB-GCA-902826075.1-CADEDL010000033.1 d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus-hydrocola	96.3	1445	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879265.1
MFD04830-2B.bin.c.11	97.44	0.85	0	96.13	1.25	1	2780604	2780604	68.89	2780604	2780604	2780604	0	30.465992	0.29253182	2733	599	92.9	49	22	1	1	1	1	1	1	21	HQ	Y	0	0.5	True	14476	0.521	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAJNBA01;s__	N/A	N/A	N/A	95.99	0.98398	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GB-GCA-005884925.1-VAYU01000030.1 d__Bacteria;p__Actinomycetota;c__UBA4738_401450;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51-sp005883885	95.6	1519	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879075.1
MFD04830-2B.bin.c.12	97.8	4.4	0	98.9	0.37	1	4498309	4498309	68.56	4498309	4498309	4498309	0	22.088526	0.21209212	4061	799	89.7	48	22	1	1	1	1	1	1	21	HQ	Y	0	0.49	True	14568	0.324	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	92.99	0.96095	N/A	GB-GCA-016717475.1-JADKFK010000005.1 d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	94.4	1525	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879485.1
MFD04830-2B.bin.c.13	96.99	0.67	0	100	0.66	1	5045796	5045796	65.76	5045796	5045796	5045796	0	22.090925	0.21211515	4992	1387	88.3	50	21	2	2	2	2	4	2	22	HQ	Y	0	0.58	True	29801	0.591	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__;s__	N/A	N/A	N/A	95.06	0.88495	N/A	RS-GCF-002608225.1-NZ-LAHE01000265.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__;g__;s__	93.3	1239	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879595.1
MFD04830-2B.bin.c.14	97.44	2.14	0	96.37	1.91	1	5563211	5563211	70.78	5563211	5563211	5563211	0	19.356913	0.1858634	5218	2236	92.7	51	22	1	1	1	1	1	1	22	HQ	Y	0	0.46	True	37081	0.667	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__BP-133;g__BP-133;s__	N/A	N/A	N/A	90.77	0.94253	N/A	G004366205 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__SIRW01;g__SIRW01;s__SIRW01-sp004366205	93.8	1409	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879455.1
MFD04830-2B.bin.c.16	97.13	0.86	0	96.2	0.68	1	3661793	3661793	68.54	3661793	3661793	3661793	0	14.838317	0.14247625	3466	1230	91.8	47	22	1	1	1	1	1	1	21	HQ	Y	0	0.5	True	21476	0.586	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JBBDJG01;g__JBBQKG01;s__	N/A	N/A	N/A	92.53	0.90954	N/A	G005883215 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64-sp005883215	91.9	1114	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879695.1
MFD04830-2B.bin.c.17	97.84	1.29	0	95.62	0.4	1	3841730	3841730	70.79	3841730	3841730	3841730	0	14.284685	0.1371603	3880	1019	95	48	21	1	1	1	1	1	1	21	HQ	Y	0	0.54	True	39324	1.024	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__	N/A	N/A	N/A	92.65	0.96579	N/A	AB597950 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__Conexibacter-arvalis	93.4	1475	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977878685.1
MFD04830-2B.bin.c.2	95.83	3.6	27.78	96.99	0.2	1	5888206	5888206	63.22	5888206	5888206	5888206	0	70.58285	0.6777304	5356	1825	82.5	49	21	1	1	1	1	1	1	22	HQ	Y	0	0.54	True	982	0.017	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__JACCXJ01;s__	GCA_030860485.1	91.63	0.424	96.49	0.98561	N/A	G001735895 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__GCA-001735895-sp001735895	91	1560	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977880055.1
MFD04830-2B.bin.c.3	97.29	3.02	0	92.32	0.95	1	3057064	3057064	66.96	3057064	3057064	3057064	0	64.84257	0.6226127	2798	790	93	51	21	1	1	1	1	1	1	21	HQ	Y	0	0.51	True	141	0.005	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	N/A	N/A	N/A	90.97	0.96792	N/A	G005879655 d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-154;s__CF-154-sp005879655	99	1533	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977878645.1
MFD04830-2B.bin.c.4	99.13	0.87	0	99.96	0.48	1	3678694	3678694	67.25	3678694	3678694	3678694	0	63.99225	0.614448	3617	787	91.7	49	21	1	1	1	1	2	1	22	HQ	Y	0	0.59	True	748	0.02	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__	GCA_036525215.1	85.83	0.322	96.01	0.98196	N/A	RS-GCF-007995055.1-NZ-VOQQ01000001.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_486827;g__Allosphingosinicella;s__Sphingosinicella-ginsenosidimutans	96.6	1484	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879545.1
MFD04830-2B.bin.c.5	96.58	2.56	0	98.45	0.53	1	5542020	5542020	54.74	5542020	5542020	5542020	0	46.62481	0.44768736	4574	1247	85.9	51	22	1	1	1	1	1	2	21	HQ	Y	0	0.52	True	1955	0.035	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	N/A	N/A	N/A	93.61	0.9646	N/A	MJ020-1-barcode31-umi50384bins-ubs-8 d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01-sp002427845	99.7	1529	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977878925.1
MFD04830-2B.bin.c.6	96.01	8.39	30.95	97.92	2.18	1	7243273	7243273	63.3	7243273	7243273	7243273	0	42.526287	0.40833375	6445	2605	80.5	49	21	1	1	1	1	1	1	22	HQ	Y	0	0.53	True	7794	0.108	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__JACCXJ01;s__	GCA_030860485.1	90.81	0.37	96.21	0.98585	N/A	G001735895 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__GCA-001735895-sp001735895	90.9	1560	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879905.1
MFD04830-2B.bin.c.7	97.44	1.71	0	97.45	0.34	1	5086366	5086366	55.73	5086366	5086366	5086366	0	36.66699	0.35207322	4220	1201	87.8	51	22	1	1	1	1	2	1	21	HQ	Y	0	0.52	True	2139	0.042	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__	N/A	N/A	N/A	95.31	0.97499	N/A	MJ020-1-barcode31-umi133351bins-ubs-3 d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740-sp003168335	99.1	1528	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977878695.1
MFD04830-2B.bin.c.8	95.69	0.86	0	95.45	0.83	1	3083996	3083996	70.08	3083996	3083996	3083996	0	43.82507	0.42080453	3109	761	93.7	48	22	1	1	1	1	1	1	21	HQ	Y	0	0.5	True	13925	0.452	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JAIBJN01;s__JAIBJN01 sp036824235	GCA_036824235.1	95.94	0.823	92.65	N/A	N/A	G001644475 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__	94.7	874	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879995.1
MFD04830-2B.bin.c.9	95.83	3.09	31.25	97.93	0.99	1	5601385	5601385	63.28	5601385	5601385	5601385	0	26.55083	0.25493878	5150	1683	81.9	53	21	1	1	1	1	1	1	22	HQ	Y	0	0.55	True	9140	0.163	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__JACCXJ01;s__	GCA_030860485.1	92.19	0.443	96.94	0.98649	N/A	MJ010-1-barcode33-umi113893bins-ubs-6 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	90.9	1537	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879555.1
MFD04830-2B.bin.s.13	97.47	0.85	0	90.98	0.58	1	7147964	7147964	71.23	7147964	7147964	7147964	0	41.023487	0.39390397	6449	984	89.9	49	22	2	2	2	2	2	2	22	HQ	N	0	0.7	True	33788	0.473	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__	GCA_035995025.1	85.75	0.244	90.15	0.98327	N/A	G001921215 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__Actinophytocola-xinjiangensis	98.8	1509	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879185.1
MFD04830-2B.bin.s.178	95.27	3.89	0	93.74	3.72	1	9502760	9502760	71.29	9502760	9502760	9502760	0	44.09672	0.42341292	7800	3554	92.2	81	22	1	1	1	1	1	1	22	HQ	N	0	0.46	True	34289	0.361	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__DATFRY01;s__	GCA_035262925.1	84.25	0.15	85.05	0.94236	N/A	G003694735 d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Bin5;s__	93.6	1057	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977878935.1
MFD04830-2B.bin.s.34	99.32	2.03	0	95.42	0.74	1	4496756	4496756	59.05	4496756	4496756	4496756	0	19.6679	0.18884948	3747	975	89.4	52	21	1	1	1	1	1	1	22	HQ	N	0	0.53	True	26414	0.587	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__AV80;s__	GCA_035941955.1	91.73	0.66	86	0.98275	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GB-GCA-003218305.1-QHMY01000040.1 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__AV80-sp003134765	99	1557	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879975.1
MFD04830-2B.bin.s.50	93.97	0.86	0	93.31	1.34	1	3622142	3622142	71.8	3622142	3622142	3622142	0	25.717455	0.24693677	3481	1129	94.1	47	22	1	1	1	1	1	1	22	HQ	N	0	0.49	True	21566	0.595	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__AC-37;s__	N/A	N/A	N/A	89.71	0.8989	N/A	G005883215 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64-sp005883215	93.9	1114	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879245.1
MFD04830-2B.bin.s.58	92.59	0	0	90.46	0.23	1	2705388	2705388	69.26	2705388	2705388	2705388	0	11.186741	0.10741411	2638	550	92.2	51	21	1	1	1	1	1	1	22	HQ	N	0	0.47	True	29158	1.078	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JACDBZ01;s__	N/A	N/A	N/A	88.86	0.959	N/A	G005879775 d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__CF-167;s__CF-167-sp005879775	96.3	1111	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879285.1
MFD04830-2B.bin.s.85	100	4.05	0	95.59	0.12	1	4527569	4527569	59.7	4527569	4527569	4527569	0	13.316352	0.12786245	3870	977	89.5	48	21	1	1	1	1	1	1	22	HQ	N	0	0.53	True	19746	0.436	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__AV80;s__	GCA_035630155.1	92.73	0.667	88.64	0.9873	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GB-GCA-003218305.1-QHMY01000040.1 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__AV80-sp003134765	98.3	1556	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879295.1
MFD04830-2B.bin.s.97	75.86	0	0	91.04	0.05	1	2228805	2228805	68.79	2228805	2228805	2228805	0	11.68735	0.11222092	2292	374	93.9	35	18	1	1	1	1	1	1	18	HQ	N	0	0.67	True	31568	1.416	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__	N/A	N/A	N/A	65.17	0.95397	N/A	RS-GCF-014873655.1-NZ-JADBDC010000001.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium-terrae	99.1	1513	MFD04830-2B	Nanopore-simplex	extended	1.2.1	2025-10-06	GCA_977879575.1
MFD06157-9B.bin.1.102	92.31	2.14	33.33	90.92	2.32	6	1383270	4250687	66.9	911899	351392	924245.2	0	15.300987	0.11138633	4064	1232	89	40	21	1	1	1	1	1	1	21	HQ	N	0.02	0.47	True	26647	0.627	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__PALSA-688;s__	N/A	N/A	N/A	87.55	0.92856	N/A	MF503098 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__Acidimicrobiaceae_401171;g__Acidiferrimicrobium;s__Acidiferrimicrobium-australe	97.5	1362	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877795.1
MFD06157-9B.bin.1.1442	95.65	1.39	0	95.13	0.21	2	2929326	5591142	64.12	2929326	2661816	2801970.6	0	28.161509	0.20500685	5329	1356	85.9	55	22	2	2	2	2	4	0	22	HQ	N	0	0.56	True	7522	0.135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__CGMCC-115725;g__AP-15;s__	N/A	N/A	N/A	94.44	0.91721	N/A	RS-GCF-016765655.1-NZ-JAETGP010000120.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales_507929;f__Azospirillaceae_507917;g__Skermanella;s__Skermanella-mucosa	91	1252	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877345.1
MFD06157-9B.bin.1.157	99.57	3.04	12.5	100	1.44	4	4855087	5800558	66.8	4855087	655885	4150908.5	0	23.379803	0.17019755	5588	1335	87.4	52	22	2	2	2	2	4	2	23	HQ	N	0	0.57	True	29836	0.514	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__CGMCC-115725;g__AP-15;s__	N/A	N/A	N/A	96.01	0.91682	N/A	RS-GCF-016765655.1-NZ-JAETGP010000120.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales_507929;f__Azospirillaceae_507917;g__Skermanella;s__Skermanella-mucosa	93	1252	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876235.1
MFD06157-9B.bin.1.18141	87.15	2.99	87.5	91.45	4.19	6	4120433	6424646	65.48	4120433	502333	2947207.9	0	16.594347	0.120801575	6249	1665	86.9	56	21	4	3	3	4	6	2	21	HQ	N	0.01	0.55	True	36587	0.569	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__DATDIC01;s__	N/A	N/A	N/A	90.55	0.91623	N/A	D86513 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila_506895;s__Rhodopila-globiformis	95.3	636	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875865.1
MFD06157-9B.bin.1.1829	98.13	3.21	0	93	4.32	2	7462102	8613778	70.19	7462102	1151676	6618387.9	0	29.719269	0.21634686	7541	2228	87.1	54	22	1	1	1	1	2	1	22	HQ	N	0	0.55	True	30239	0.351	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__DASXKD01;s__	GCA_036497045.1	90.67	0.459	92.36	0.9814	N/A	RS-GCF-014138665.1-NZ-JACJIA010000034.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinomadura_D_393484;s__Actinomadura_D_393484-namibiensis	94	1064	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874485.1
MFD06157-9B.bin.1.1918	93.41	2	33.33	99.82	1.21	7	1989496	5702529	63.08	1498004	348938	1432041.9	0	22.759356	0.16568087	5348	1194	87.9	51	22	1	1	1	1	2	1	23	HQ	N	0.01	0.57	True	16821	0.295	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	GCA_035546235.1	90.43	0.618	94.92	0.98914	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	MJ034-1-barcode31-umi21082bins-ubs-9 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Xanthobacteraceae;g__;s__	96.5	1454	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874835.1
MFD06157-9B.bin.1.19301	89.58	6.61	0	90.02	3.55	6	1596681	4797647	60.29	1269313	298243	1098864.1	0	11.376834	0.082819745	3960	1033	86.5	50	20	1	1	1	1	1	1	20	HQ	N	0.12	0.57	True	19205	0.4	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	76.03	0.96897	Genome has more than 13.3% of markers with multiple hits	MJ034-1-barcode47-umi24252bins-ubs-7 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	98.6	1471	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878115.1
MFD06157-9B.bin.1.2012	93.04	1.3	25	96.58	2.47	12	2009248	5016454	64.87	1268144	190774	1219269	0	13.307722	0.096875995	4902	1770	91	47	18	1	1	1	1	2	1	19	HQ	N	0.06	0.5	True	44471	0.887	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__CGMCC-115725;g__CAIKMD01;s__	GCA_036501365.1	83.97	0.26	93.25	0.94956	N/A	MJ030-2-barcode74-umi105103bins-ubs-3 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Hypericibacter;s__	98.6	1460	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876525.1
MFD06157-9B.bin.1.2083	97.44	1.28	0	91.18	0.91	3	3227647	4951276	69.14	3227647	803141	2405448.4	0	36.727936	0.26736772	4628	1222	89	56	21	1	1	1	1	1	1	22	HQ	N	0.02	0.48	True	20811	0.42	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	N/A	N/A	N/A	91.62	0.94876	N/A	AB597950 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__Conexibacter-arvalis	96.5	1474	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875035.1
MFD06157-9B.bin.1.2295	90.38	8.77	76.92	92.25	3.31	5	2579845	5740168	58.28	1553445	612854	1790181.3	0	69.43929	0.505496	4869	1223	85.7	52	20	1	1	1	1	1	1	20	HQ	N	0	0.5	True	4125	0.072	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	N/A	N/A	N/A	89.02	0.9638	N/A	MJ033-1-barcode33-umi24356bins-ubs-11 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	99.7	1471	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876205.1
MFD06157-9B.bin.1.26006	94.87	0.85	100	97.13	1.53	21	664447	4945135	56.2	415683	103341	384045.2	0	9.193528	0.066925965	4131	833	87.5	45	20	1	1	1	1	1	1	19	HQ	N	0.04	0.59	True	18495	0.374	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Alloacidobacterium;s__	N/A	N/A	N/A	89.95	0.93563	N/A	MJ033-1-barcode33-umi33678bins-ubs-7 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__;s__	99.9	1469	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876425.1
MFD06157-9B.bin.1.26140	85.13	3.02	75	90.99	2.44	20	847877	4855477	58.64	402237	107991	455115.2	0	10.640874	0.07746219	3899	968	86	49	21	1	1	1	1	1	1	21	HQ	N	0.01	0.54	True	9754	0.201	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	80.62	0.97733	N/A	MJ034-1-barcode31-umi26991bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	98.5	1471	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874725.1
MFD06157-9B.bin.1.2639	93.96	2.85	7.69	96.42	1.86	4	4427852	4924621	60.54	4427852	396994	4014233.6	0	24.627932	0.17928353	4454	1214	90.7	43	21	1	1	1	1	1	1	21	HQ	N	0	0.54	True	28189	0.572	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	GCA_039924385.1	84.25	0.261	93.73	0.98784	N/A	MJ034-1-barcode25-umi10464bins-ubs-34 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198-sp003132425	99.7	1507	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876555.1
MFD06157-9B.bin.1.27119	90.6	2.56	75	92.79	4.41	8	2501887	5863779	57.11	1529142	1404694	1811784.7	0	25.399593	0.18490098	5073	1276	87.3	57	22	0	1	1	0	1	1	22	MQ	N	0.01	0.53	True	10785	0.184	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__Acidiferrum;s__	N/A	N/A	N/A	86.4	0.97067	N/A	NA	NA	NA	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875135.1
MFD06157-9B.bin.1.2803	89.74	3.42	0	93.79	4.49	8	2072463	5505838	57.21	1406896	488837	1319811.9	0	14.523874	0.10572919	4820	1642	86.4	51	21	1	1	1	1	1	1	22	HQ	N	0.03	0.4	True	25678	0.466	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__Palsa-295;s__	N/A	N/A	N/A	88.26	0.96856	N/A	GB-GCA-003131985.1-PKWH01000230.1 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295-sp003167215	95.2	1528	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877585.1
MFD06157-9B.bin.1.2809	98.29	0	0	100	0.12	3	3006732	3977747	53.86	3006732	876235	2468032.4	0	13.729201	0.09994423	3321	946	89.6	46	21	1	1	1	1	1	1	21	HQ	N	0	0.56	True	42465	1.068	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__JAKAAZ01;s__	N/A	N/A	N/A	93.78	0.94562	N/A	MJ033-1-barcode33-umi6621bins-ubs-57 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__;s__	99.5	1470	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873305.1
